date,P,G,L
04-Aug-2022 18:20:00,120.52,6.97,20969
04-Aug-2022 18:25:00,132.42,6.97,20843
04-Aug-2022 18:30:00,111.01,6.97,20888
04-Aug-2022 18:35:00,111.01,6.97,20906
04-Aug-2022 18:40:00,150,6.97,20758
04-Aug-2022 18:45:00,111.01,6.97,20614
04-Aug-2022 18:50:00,111.01,6.97,20589
04-Aug-2022 18:55:00,120.52,6.97,20531
04-Aug-2022 19:00:00,108.33,6.97,20498
04-Aug-2022 19:05:00,111.01,6.97,20568
04-Aug-2022 19:10:00,131.19,6.97,20574
04-Aug-2022 19:15:00,111.01,6.97,20574
04-Aug-2022 19:20:00,120.52,6.97,20554
04-Aug-2022 19:25:00,108.38,6.97,20547
04-Aug-2022 19:30:00,111.01,6.97,20639
04-Aug-2022 19:35:00,108.38,6.97,20635
04-Aug-2022 19:40:00,111.01,6.97,20630
04-Aug-2022 19:45:00,111.01,6.97,20593
04-Aug-2022 19:50:00,110.01,6.97,20455
04-Aug-2022 19:55:00,108.32,6.97,20468
04-Aug-2022 20:00:00,117.8,6.97,20484
04-Aug-2022 20:05:00,108.33,6.97,20495
04-Aug-2022 20:10:00,108.33,6.97,20473
04-Aug-2022 20:15:00,110.01,6.97,20506
04-Aug-2022 20:20:00,108.33,6.97,20420
04-Aug-2022 20:25:00,108.33,6.97,20454
04-Aug-2022 20:30:00,108.33,6.97,20417
04-Aug-2022 20:35:00,306.96,6.97,20417
04-Aug-2022 20:40:00,108.33,6.97,20545
04-Aug-2022 20:45:00,111.01,6.97,20660
04-Aug-2022 20:50:00,111.01,6.97,20586
04-Aug-2022 20:55:00,111.01,6.97,20549
04-Aug-2022 21:00:00,200.12,6.97,20473
04-Aug-2022 21:05:00,156.93,6.97,20451
04-Aug-2022 21:10:00,156.93,6.97,20382
04-Aug-2022 21:15:00,151.9,6.97,20301
04-Aug-2022 21:20:00,153.4,6.97,20250
04-Aug-2022 21:25:00,150.57,6.97,20253
04-Aug-2022 21:30:00,144.01,6.97,20332
04-Aug-2022 21:35:00,141.31,6.97,20337
04-Aug-2022 21:40:00,129.44,6.97,20307
04-Aug-2022 21:45:00,111.39,6.97,20220
04-Aug-2022 21:50:00,129.44,6.97,20165
04-Aug-2022 21:55:00,108.32,6.97,20018
04-Aug-2022 22:00:00,157.13,6.97,19681
04-Aug-2022 22:05:00,144.01,6.97,19476
04-Aug-2022 22:10:00,118.71,6.97,19260
04-Aug-2022 22:15:00,129.44,6.97,19253
04-Aug-2022 22:20:00,108.33,6.97,19153
04-Aug-2022 22:25:00,108.33,6.97,19057
04-Aug-2022 22:30:00,89.85,6.97,18935
04-Aug-2022 22:35:00,89.84,6.97,18797
04-Aug-2022 22:40:00,89.84,6.97,18851
04-Aug-2022 22:45:00,89.84,6.97,18716
04-Aug-2022 22:50:00,87.97,6.97,18602
04-Aug-2022 22:55:00,78.05,6.97,18553
04-Aug-2022 23:00:00,87.95,6.97,18332
04-Aug-2022 23:05:00,87.39,6.97,18262
04-Aug-2022 23:10:00,82.38,6.97,18165
04-Aug-2022 23:15:00,76.39,6.97,18092
04-Aug-2022 23:20:00,76.07,6.97,17991
04-Aug-2022 23:25:00,76.07,6.97,17908
04-Aug-2022 23:30:00,76.07,6.97,17780
04-Aug-2022 23:35:00,76.07,6.97,17626
04-Aug-2022 23:40:00,76.07,6.97,17276
04-Aug-2022 23:45:00,76.07,6.97,17244
04-Aug-2022 23:50:00,76.06,6.97,17089
04-Aug-2022 23:55:00,75.97,6.97,16775
05-Aug-2022 00:00:00,100.83,7.03,16677
05-Aug-2022 00:05:00,99.73,7.03,16669
05-Aug-2022 00:10:00,99.75,7.03,16515
05-Aug-2022 00:15:00,87.39,7.03,16411
05-Aug-2022 00:20:00,87.39,7.03,16558
05-Aug-2022 00:25:00,82.38,7.03,16447
05-Aug-2022 00:30:00,82.38,7.03,16355
05-Aug-2022 00:35:00,82.38,7.03,16274
05-Aug-2022 00:40:00,74.74,7.03,16155
05-Aug-2022 00:45:00,73.5,7.03,16086
05-Aug-2022 00:50:00,73.43,7.03,15949
05-Aug-2022 00:55:00,73.3,7.03,15824
05-Aug-2022 01:00:00,79.57,7.03,15751
05-Aug-2022 01:05:00,79.57,7.03,15733
05-Aug-2022 01:10:00,79.58,7.03,15639
05-Aug-2022 01:15:00,79.58,7.03,15593
05-Aug-2022 01:20:00,79.58,7.03,15555
05-Aug-2022 01:25:00,79.58,7.03,15551
05-Aug-2022 01:30:00,78.46,7.03,15462
05-Aug-2022 01:35:00,92.93,7.03,15361
05-Aug-2022 01:40:00,77.18,7.03,15291
05-Aug-2022 01:45:00,76.79,7.03,15359
05-Aug-2022 01:50:00,76.79,7.03,15342
05-Aug-2022 01:55:00,76.73,7.03,15237
05-Aug-2022 02:00:00,92.93,7.03,15150
05-Aug-2022 02:05:00,100.44,7.03,15052
05-Aug-2022 02:10:00,76.77,7.03,15068
05-Aug-2022 02:15:00,76.77,7.03,14920
05-Aug-2022 02:20:00,75.51,7.03,14834
05-Aug-2022 02:25:00,75.51,7.03,14655
05-Aug-2022 02:30:00,55,7.03,14609
05-Aug-2022 02:35:00,67.64,7.03,14680
05-Aug-2022 02:40:00,54.94,7.03,14671
05-Aug-2022 02:45:00,54.94,7.03,14634
05-Aug-2022 02:50:00,54.92,7.03,14571
05-Aug-2022 02:55:00,54.92,7.03,14490
05-Aug-2022 03:00:00,143.33,7.03,14466
05-Aug-2022 03:05:00,75.54,7.03,14463
05-Aug-2022 03:10:00,67.67,7.03,14450
05-Aug-2022 03:15:00,55.41,7.03,14477
05-Aug-2022 03:20:00,55.41,7.03,14424
05-Aug-2022 03:25:00,55.41,7.03,14490
05-Aug-2022 03:30:00,55.41,7.03,14136
05-Aug-2022 03:35:00,55.41,7.03,14087
05-Aug-2022 03:40:00,55.41,7.03,14080
05-Aug-2022 03:45:00,55.41,7.03,13997
05-Aug-2022 03:50:00,55.41,7.03,14016
05-Aug-2022 03:55:00,39.94,7.03,13985
05-Aug-2022 04:00:00,57.92,7.03,14087
05-Aug-2022 04:05:00,57.9,7.03,14112
05-Aug-2022 04:10:00,55.36,7.03,14163
05-Aug-2022 04:15:00,55.36,7.03,14128
05-Aug-2022 04:20:00,55.18,7.03,14107
05-Aug-2022 04:25:00,55,7.03,13812
05-Aug-2022 04:30:00,49.94,7.03,13779
05-Aug-2022 04:35:00,49.94,7.03,13802
05-Aug-2022 04:40:00,55,7.03,13792
05-Aug-2022 04:45:00,49.94,7.03,13955
05-Aug-2022 04:50:00,49.94,7.03,14028
05-Aug-2022 04:55:00,49.94,7.03,14094
05-Aug-2022 05:00:00,14,7.03,14154
05-Aug-2022 05:05:00,15.56,7.03,14258
05-Aug-2022 05:10:00,15.82,7.03,14293
05-Aug-2022 05:15:00,49.51,7.03,14298
05-Aug-2022 05:20:00,49.51,7.03,14291
05-Aug-2022 05:25:00,49.92,7.03,14235
05-Aug-2022 05:30:00,49.94,7.03,14250
05-Aug-2022 05:35:00,55,7.03,14296
05-Aug-2022 05:40:00,55.06,7.03,14327
05-Aug-2022 05:45:00,55.08,7.03,14576
05-Aug-2022 05:50:00,55.07,7.03,14639
05-Aug-2022 05:55:00,55.07,7.03,14690
05-Aug-2022 06:00:00,15.83,7.03,14815
05-Aug-2022 06:05:00,55.07,7.03,14917
05-Aug-2022 06:10:00,55.07,7.03,15046
05-Aug-2022 06:15:00,55.07,7.03,15140
05-Aug-2022 06:20:00,55.15,7.03,15185
05-Aug-2022 06:25:00,55.15,7.03,15215
05-Aug-2022 06:30:00,71.44,7.03,15290
05-Aug-2022 06:35:00,57.73,7.03,15122
05-Aug-2022 06:40:00,57.73,7.03,15238
05-Aug-2022 06:45:00,71.51,7.03,15317
05-Aug-2022 06:50:00,71.6,7.03,15296
05-Aug-2022 06:55:00,71.61,7.03,15359
05-Aug-2022 07:00:00,57.91,7.03,15479
05-Aug-2022 07:05:00,74.69,7.03,15782
05-Aug-2022 07:10:00,74.69,7.03,15821
05-Aug-2022 07:15:00,74.69,7.03,15870
05-Aug-2022 07:20:00,74.69,7.03,15926
05-Aug-2022 07:25:00,74.69,7.03,15898
05-Aug-2022 07:30:00,74.69,7.03,16125
05-Aug-2022 07:35:00,74.69,7.03,16229
05-Aug-2022 07:40:00,74.69,7.03,16299
05-Aug-2022 07:45:00,76.99,7.03,16350
05-Aug-2022 07:50:00,76.7,7.03,16458
05-Aug-2022 07:55:00,76.84,7.03,16559
05-Aug-2022 08:00:00,74.83,7.03,16592
05-Aug-2022 08:05:00,76.7,7.03,16773
05-Aug-2022 08:10:00,76.71,7.03,16853
05-Aug-2022 08:15:00,77.04,7.03,16898
05-Aug-2022 08:20:00,77.04,7.03,16933
05-Aug-2022 08:25:00,77.14,7.03,17000
05-Aug-2022 08:30:00,77.18,7.03,17068
05-Aug-2022 08:35:00,77.24,7.03,17171
05-Aug-2022 08:40:00,77.25,7.03,17357
05-Aug-2022 08:45:00,79.27,7.03,17416
05-Aug-2022 08:50:00,79.57,7.03,17480
05-Aug-2022 08:55:00,79.57,7.03,17534
05-Aug-2022 09:00:00,79.84,7.03,17621
05-Aug-2022 09:05:00,79.68,7.03,17711
05-Aug-2022 09:10:00,79.68,7.03,17719
05-Aug-2022 09:15:00,79.68,7.03,17693
05-Aug-2022 09:20:00,81.6,7.03,17789
05-Aug-2022 09:25:00,85.94,7.03,17851
05-Aug-2022 09:30:00,81.6,7.03,17904
05-Aug-2022 09:35:00,85.95,7.03,18005
05-Aug-2022 09:40:00,85.95,7.03,18064
05-Aug-2022 09:45:00,92.24,7.03,18170
05-Aug-2022 09:50:00,92.24,7.03,18202
05-Aug-2022 09:55:00,102.96,7.03,18302
05-Aug-2022 10:00:00,90.96,7.03,18380
05-Aug-2022 10:05:00,85.95,7.03,18378
05-Aug-2022 10:10:00,90.96,7.03,18410
05-Aug-2022 10:15:00,90.96,7.03,18366
05-Aug-2022 10:20:00,98.96,7.03,18593
05-Aug-2022 10:25:00,108.64,7.03,18698
05-Aug-2022 10:30:00,111.63,7.03,18846
05-Aug-2022 10:35:00,142.03,7.03,18975
05-Aug-2022 10:40:00,142.13,7.03,19037
05-Aug-2022 10:45:00,152.3,7.03,18993
05-Aug-2022 10:50:00,149.69,7.03,18977
05-Aug-2022 10:55:00,149.69,7.03,19003
05-Aug-2022 11:00:00,100.86,7.03,19154
05-Aug-2022 11:05:00,100.86,7.03,19316
05-Aug-2022 11:10:00,142.03,7.03,19467
05-Aug-2022 11:15:00,142.03,7.03,19528
05-Aug-2022 11:20:00,138.98,7.03,19564
05-Aug-2022 11:25:00,142.13,7.03,19556
05-Aug-2022 11:30:00,142.13,7.03,19572
05-Aug-2022 11:35:00,143.33,7.03,19658
05-Aug-2022 11:40:00,144.07,7.03,19686
05-Aug-2022 11:45:00,149.69,7.03,19786
05-Aug-2022 11:50:00,151.3,7.03,19707
05-Aug-2022 11:55:00,149.69,7.03,19720
05-Aug-2022 12:00:00,143.33,7.03,19742
05-Aug-2022 12:05:00,149.69,7.03,19696
05-Aug-2022 12:10:00,150.52,7.03,19718
05-Aug-2022 12:15:00,149.69,7.03,19822
05-Aug-2022 12:20:00,149.69,7.03,19961
05-Aug-2022 12:25:00,149.69,7.03,20010
05-Aug-2022 12:30:00,149.69,7.03,20011
05-Aug-2022 12:35:00,149.69,7.03,20149
05-Aug-2022 12:40:00,152.31,7.03,20239
05-Aug-2022 12:45:00,146.07,7.03,20259
05-Aug-2022 12:50:00,152.32,7.03,20344
05-Aug-2022 12:55:00,152.31,7.03,20118
05-Aug-2022 13:00:00,124.87,7.03,20155
05-Aug-2022 13:05:00,124.88,7.03,20153
05-Aug-2022 13:10:00,125.01,7.03,20312
05-Aug-2022 13:15:00,125.01,7.03,20406
05-Aug-2022 13:20:00,142.03,7.03,20448
05-Aug-2022 13:25:00,142.03,7.03,20523
05-Aug-2022 13:30:00,150.91,7.03,20432
05-Aug-2022 13:35:00,149.69,7.03,20418
05-Aug-2022 13:40:00,149.69,7.03,20520
05-Aug-2022 13:45:00,152.31,7.03,20652
05-Aug-2022 13:50:00,150.91,7.03,20794
05-Aug-2022 13:55:00,149.69,7.03,20873
05-Aug-2022 14:00:00,125.01,7.03,20874
05-Aug-2022 14:05:00,132.8,7.03,20875
05-Aug-2022 14:10:00,149.24,7.03,20903
05-Aug-2022 14:15:00,148.47,7.03,20692
05-Aug-2022 14:20:00,149.69,7.03,20677
05-Aug-2022 14:25:00,148.46,7.03,20690
05-Aug-2022 14:30:00,149.24,7.03,20737
05-Aug-2022 14:35:00,148.47,7.03,20790
05-Aug-2022 14:40:00,148.46,7.03,20832
05-Aug-2022 14:45:00,149.69,7.03,20927
05-Aug-2022 14:50:00,149.24,7.03,20868
05-Aug-2022 14:55:00,149.69,7.03,20799
05-Aug-2022 15:00:00,125,7.03,20750
05-Aug-2022 15:05:00,125.01,7.03,20728
05-Aug-2022 15:10:00,139.96,7.03,20662
05-Aug-2022 15:15:00,143.33,7.03,20727
05-Aug-2022 15:20:00,146.12,7.03,20805
05-Aug-2022 15:25:00,146.12,7.03,20801
05-Aug-2022 15:30:00,147.76,7.03,20954
05-Aug-2022 15:35:00,149.69,7.03,20977
05-Aug-2022 15:40:00,147.77,7.03,21118
05-Aug-2022 15:45:00,152.29,7.03,21194
05-Aug-2022 15:50:00,149.69,7.03,21244
05-Aug-2022 15:55:00,150.81,7.03,21307
05-Aug-2022 16:00:00,125.01,7.03,21369
05-Aug-2022 16:05:00,143.33,7.03,21343
05-Aug-2022 16:10:00,143.33,7.03,21327
05-Aug-2022 16:15:00,149.69,7.03,21214
05-Aug-2022 16:20:00,150.52,7.03,21143
05-Aug-2022 16:25:00,151.3,7.03,21180
05-Aug-2022 16:30:00,149.69,7.03,21268
05-Aug-2022 16:35:00,151.3,7.03,21288
05-Aug-2022 16:40:00,152.88,7.03,21381
05-Aug-2022 16:45:00,152.31,7.03,21411
05-Aug-2022 16:50:00,152.31,7.03,21375
05-Aug-2022 16:55:00,146.07,7.03,21447
05-Aug-2022 17:00:00,110.34,7.03,21447
05-Aug-2022 17:05:00,112.07,7.03,21441
05-Aug-2022 17:10:00,122.65,7.03,21272
05-Aug-2022 17:15:00,125.01,7.03,21196
05-Aug-2022 17:20:00,125.01,7.03,21089
05-Aug-2022 17:25:00,125,7.03,21102
05-Aug-2022 17:30:00,125.01,7.03,21179
05-Aug-2022 17:35:00,138.14,7.03,21206
05-Aug-2022 17:40:00,125.01,7.03,21332
05-Aug-2022 17:45:00,125.01,7.03,21305
05-Aug-2022 17:50:00,125.01,7.03,21274
05-Aug-2022 17:55:00,124.91,7.03,21259
05-Aug-2022 18:00:00,125.01,7.03,21239
05-Aug-2022 18:05:00,125.01,7.03,21149
05-Aug-2022 18:10:00,125.01,7.03,21118
05-Aug-2022 18:15:00,125,7.03,21142
05-Aug-2022 18:20:00,125.01,7.03,21269
05-Aug-2022 18:25:00,125.01,7.03,21308
05-Aug-2022 18:30:00,125.01,7.03,21302
05-Aug-2022 18:35:00,125.01,7.03,21327
05-Aug-2022 18:40:00,125.01,7.03,21267
05-Aug-2022 18:45:00,125.01,7.03,21235
05-Aug-2022 18:50:00,125.01,7.03,21180
05-Aug-2022 18:55:00,125.01,7.03,21180
05-Aug-2022 19:00:00,225.63,7.03,21119
05-Aug-2022 19:05:00,152.88,7.03,21113
05-Aug-2022 19:10:00,149.69,7.03,21133
05-Aug-2022 19:15:00,149.69,7.03,21176
05-Aug-2022 19:20:00,149.69,7.03,21324
05-Aug-2022 19:25:00,149.69,7.03,21306
05-Aug-2022 19:30:00,146.07,7.03,21262
05-Aug-2022 19:35:00,145.37,7.03,21315
05-Aug-2022 19:40:00,125.74,7.03,21259
05-Aug-2022 19:45:00,124.9,7.03,21229
05-Aug-2022 19:50:00,123.42,7.03,21114
05-Aug-2022 19:55:00,122.65,7.03,21028
05-Aug-2022 20:00:00,148.78,7.03,20874
05-Aug-2022 20:05:00,134.17,7.03,20727
05-Aug-2022 20:10:00,133.56,7.03,20707
05-Aug-2022 20:15:00,125.01,7.03,20664
05-Aug-2022 20:20:00,125.01,7.03,20565
05-Aug-2022 20:25:00,125.56,7.03,20551
05-Aug-2022 20:30:00,125.01,7.03,20659
05-Aug-2022 20:35:00,128.01,7.03,20660
05-Aug-2022 20:40:00,127.73,7.03,20694
05-Aug-2022 20:45:00,127.73,7.03,20659
05-Aug-2022 20:50:00,134.17,7.03,20670
05-Aug-2022 20:55:00,125.56,7.03,20527
05-Aug-2022 21:00:00,195,7.03,20418
05-Aug-2022 21:05:00,153.12,7.03,20309
05-Aug-2022 21:10:00,149.69,7.03,20290
05-Aug-2022 21:15:00,143.33,7.03,20294
05-Aug-2022 21:20:00,149.69,7.03,20350
05-Aug-2022 21:25:00,112.08,7.03,20234
05-Aug-2022 21:30:00,125.01,7.03,20173
05-Aug-2022 21:35:00,112.08,7.03,20127
05-Aug-2022 21:40:00,112.08,7.03,20073
05-Aug-2022 21:45:00,95.52,7.03,19823
05-Aug-2022 21:50:00,90.96,7.03,19636
05-Aug-2022 21:55:00,85.95,7.03,19552
05-Aug-2022 22:00:00,112.07,7.03,19414
05-Aug-2022 22:05:00,112.07,7.03,19316
05-Aug-2022 22:10:00,112.07,7.03,19138
05-Aug-2022 22:15:00,112.07,7.03,19092
05-Aug-2022 22:20:00,95.65,7.03,19048
05-Aug-2022 22:25:00,80.25,7.03,18899
05-Aug-2022 22:30:00,79.68,7.03,18796
05-Aug-2022 22:35:00,79.68,7.03,18817
05-Aug-2022 22:40:00,79.68,7.03,18719
05-Aug-2022 22:45:00,79.68,7.03,18569
05-Aug-2022 22:50:00,79.68,7.03,18451
05-Aug-2022 22:55:00,78.91,7.03,18330
05-Aug-2022 23:00:00,79.68,7.03,18159
05-Aug-2022 23:05:00,79.42,7.03,18043
05-Aug-2022 23:10:00,79.42,7.03,17966
05-Aug-2022 23:15:00,79.42,7.03,17814
05-Aug-2022 23:20:00,79.42,7.03,17735
05-Aug-2022 23:25:00,78.91,7.03,17641
05-Aug-2022 23:30:00,78.91,7.03,17506
05-Aug-2022 23:35:00,79.57,7.03,17418
05-Aug-2022 23:40:00,77.45,7.03,17339
05-Aug-2022 23:45:00,77.34,7.03,17212
05-Aug-2022 23:50:00,77.1,7.03,17135
05-Aug-2022 23:55:00,77.1,7.03,17033
06-Aug-2022 00:00:00,77.09,7.1,16884
06-Aug-2022 00:05:00,77.06,7.1,16744
06-Aug-2022 00:10:00,77.07,7.1,16682
06-Aug-2022 00:15:00,77.06,7.1,16499
06-Aug-2022 00:20:00,77.06,7.1,16395
06-Aug-2022 00:25:00,79.57,7.1,16306
06-Aug-2022 00:30:00,98.12,7.1,16169
06-Aug-2022 00:35:00,77.08,7.1,16081
06-Aug-2022 00:40:00,77.08,7.1,16014
06-Aug-2022 00:45:00,77.07,7.1,15920
06-Aug-2022 00:50:00,77.05,7.1,15880
06-Aug-2022 00:55:00,76.19,7.1,15798
06-Aug-2022 01:00:00,75.23,7.1,15730
06-Aug-2022 01:05:00,75.41,7.1,15707
06-Aug-2022 01:10:00,75.24,7.1,15619
06-Aug-2022 01:15:00,75.24,7.1,15619
06-Aug-2022 01:20:00,75.09,7.1,15543
06-Aug-2022 01:25:00,68.18,7.1,15467
06-Aug-2022 01:30:00,68.15,7.1,15356
06-Aug-2022 01:35:00,14.4,7.1,15229
06-Aug-2022 01:40:00,14.39,7.1,15193
06-Aug-2022 01:45:00,14.37,7.1,15118
06-Aug-2022 01:50:00,14.36,7.1,15112
06-Aug-2022 01:55:00,14.34,7.1,15001
06-Aug-2022 02:00:00,55,7.1,14922
06-Aug-2022 02:05:00,15.56,7.1,14905
06-Aug-2022 02:10:00,14.66,7.1,14867
06-Aug-2022 02:15:00,14.4,7.1,14781
06-Aug-2022 02:20:00,14.37,7.1,14726
06-Aug-2022 02:25:00,14.35,7.1,14628
06-Aug-2022 02:30:00,14.36,7.1,14603
06-Aug-2022 02:35:00,14.35,7.1,14564
06-Aug-2022 02:40:00,14.35,7.1,14550
06-Aug-2022 02:45:00,14.35,7.1,14489
06-Aug-2022 02:50:00,14.33,7.1,14380
06-Aug-2022 02:55:00,14.32,7.1,14316
06-Aug-2022 03:00:00,14.36,7.1,14313
06-Aug-2022 03:05:00,14.35,7.1,14338
06-Aug-2022 03:10:00,14.34,7.1,14255
06-Aug-2022 03:15:00,14.35,7.1,14215
06-Aug-2022 03:20:00,14.33,7.1,14169
06-Aug-2022 03:25:00,14.32,7.1,14156
06-Aug-2022 03:30:00,14.31,7.1,14153
06-Aug-2022 03:35:00,14.33,7.1,14121
06-Aug-2022 03:40:00,14.31,7.1,14100
06-Aug-2022 03:45:00,14.31,7.1,14043
06-Aug-2022 03:50:00,14.3,7.1,13949
06-Aug-2022 03:55:00,7.33,7.1,13911
06-Aug-2022 04:00:00,14.66,7.1,13888
06-Aug-2022 04:05:00,14.38,7.1,13891
06-Aug-2022 04:10:00,14.38,7.1,13907
06-Aug-2022 04:15:00,14.4,7.1,14007
06-Aug-2022 04:20:00,14.38,7.1,13947
06-Aug-2022 04:25:00,14.4,7.1,13906
06-Aug-2022 04:30:00,14.4,7.1,13906
06-Aug-2022 04:35:00,14.4,7.1,13870
06-Aug-2022 04:40:00,14.4,7.1,13921
06-Aug-2022 04:45:00,14.37,7.1,13919
06-Aug-2022 04:50:00,14.66,7.1,13890
06-Aug-2022 04:55:00,14.4,7.1,13964
06-Aug-2022 05:00:00,68.15,7.1,13979
06-Aug-2022 05:05:00,67.33,7.1,14004
06-Aug-2022 05:10:00,15.56,7.1,14109
06-Aug-2022 05:15:00,55,7.1,14090
06-Aug-2022 05:20:00,55,7.1,14051
06-Aug-2022 05:25:00,55,7.1,14094
06-Aug-2022 05:30:00,14.7,7.1,14072
06-Aug-2022 05:35:00,15.56,7.1,14022
06-Aug-2022 05:40:00,14.7,7.1,14013
06-Aug-2022 05:45:00,14.69,7.1,14110
06-Aug-2022 05:50:00,14.66,7.1,14124
06-Aug-2022 05:55:00,14.66,7.1,14126
06-Aug-2022 06:00:00,6.18,7.1,14199
06-Aug-2022 06:05:00,6.02,7.1,14221
06-Aug-2022 06:10:00,6.02,7.1,14179
06-Aug-2022 06:15:00,6.02,7.1,14181
06-Aug-2022 06:20:00,6.02,7.1,14094
06-Aug-2022 06:25:00,6.02,7.1,14148
06-Aug-2022 06:30:00,7.24,7.1,14114
06-Aug-2022 06:35:00,6.2,7.1,14114
06-Aug-2022 06:40:00,7.33,7.1,14128
06-Aug-2022 06:45:00,14.3,7.1,14173
06-Aug-2022 06:50:00,14.31,7.1,14201
06-Aug-2022 06:55:00,14.33,7.1,14173
06-Aug-2022 07:00:00,7.08,7.1,14272
06-Aug-2022 07:05:00,14.34,7.1,14423
06-Aug-2022 07:10:00,14.34,7.1,14429
06-Aug-2022 07:15:00,14.33,7.1,14485
06-Aug-2022 07:20:00,14.34,7.1,14525
06-Aug-2022 07:25:00,14.38,7.1,14731
06-Aug-2022 07:30:00,14.38,7.1,14890
06-Aug-2022 07:35:00,14.4,7.1,15013
06-Aug-2022 07:40:00,65.84,7.1,15101
06-Aug-2022 07:45:00,65.92,7.1,15198
06-Aug-2022 07:50:00,67.04,7.1,15526
06-Aug-2022 07:55:00,68.15,7.1,15642
06-Aug-2022 08:00:00,67.26,7.1,15810
06-Aug-2022 08:05:00,71.46,7.1,16021
06-Aug-2022 08:10:00,71.46,7.1,16168
06-Aug-2022 08:15:00,71.47,7.1,16156
06-Aug-2022 08:20:00,71.46,7.1,16186
06-Aug-2022 08:25:00,74.3,7.1,16259
06-Aug-2022 08:30:00,74.27,7.1,16384
06-Aug-2022 08:35:00,74.44,7.1,16591
06-Aug-2022 08:40:00,75.12,7.1,16658
06-Aug-2022 08:45:00,75.7,7.1,16830
06-Aug-2022 08:50:00,77.39,7.1,16990
06-Aug-2022 08:55:00,77.48,7.1,17033
06-Aug-2022 09:00:00,75.12,7.1,17270
06-Aug-2022 09:05:00,77.33,7.1,17503
06-Aug-2022 09:10:00,77.56,7.1,17569
06-Aug-2022 09:15:00,77.51,7.1,17551
06-Aug-2022 09:20:00,77.55,7.1,17589
06-Aug-2022 09:25:00,77.81,7.1,17628
06-Aug-2022 09:30:00,79.9,7.1,17706
06-Aug-2022 09:35:00,79.9,7.1,17758
06-Aug-2022 09:40:00,80,7.1,17918
06-Aug-2022 09:45:00,80.01,7.1,18087
06-Aug-2022 09:50:00,80.01,7.1,18257
06-Aug-2022 09:55:00,80.01,7.1,18408
06-Aug-2022 10:00:00,79.74,7.1,18471
06-Aug-2022 10:05:00,80.01,7.1,18589
06-Aug-2022 10:10:00,80.01,7.1,18656
06-Aug-2022 10:15:00,80.01,7.1,18822
06-Aug-2022 10:20:00,80.01,7.1,18865
06-Aug-2022 10:25:00,80.16,7.1,18928
06-Aug-2022 10:30:00,81.31,7.1,19064
06-Aug-2022 10:35:00,85.37,7.1,19167
06-Aug-2022 10:40:00,86.58,7.1,19302
06-Aug-2022 10:45:00,111.34,7.1,19352
06-Aug-2022 10:50:00,86.58,7.1,19422
06-Aug-2022 10:55:00,151.26,7.1,19491
06-Aug-2022 11:00:00,151.83,7.1,19576
06-Aug-2022 11:05:00,152.56,7.1,19705
06-Aug-2022 11:10:00,151.83,7.1,19714
06-Aug-2022 11:15:00,151.83,7.1,19795
06-Aug-2022 11:20:00,152.55,7.1,19808
06-Aug-2022 11:25:00,150.62,7.1,19949
06-Aug-2022 11:30:00,152.76,7.1,20021
06-Aug-2022 11:35:00,152.76,7.1,20008
06-Aug-2022 11:40:00,152.55,7.1,20064
06-Aug-2022 11:45:00,177.81,7.1,20155
06-Aug-2022 11:50:00,155.14,7.1,20208
06-Aug-2022 11:55:00,177.75,7.1,20264
06-Aug-2022 12:00:00,80.02,7.1,20295
06-Aug-2022 12:05:00,86.58,7.1,20388
06-Aug-2022 12:10:00,86.59,7.1,20389
06-Aug-2022 12:15:00,91.6,7.1,20504
06-Aug-2022 12:20:00,91.6,7.1,20509
06-Aug-2022 12:25:00,86.59,7.1,20594
06-Aug-2022 12:30:00,86.59,7.1,20541
06-Aug-2022 12:35:00,86.59,7.1,20710
06-Aug-2022 12:40:00,86.59,7.1,20767
06-Aug-2022 12:45:00,86.59,7.1,20804
06-Aug-2022 12:50:00,86.59,7.1,20774
06-Aug-2022 12:55:00,82.61,7.1,20767
06-Aug-2022 13:00:00,125.01,7.1,20696
06-Aug-2022 13:05:00,91.6,7.1,20704
06-Aug-2022 13:10:00,122.65,7.1,20624
06-Aug-2022 13:15:00,122.65,7.1,20634
06-Aug-2022 13:20:00,122.65,7.1,20656
06-Aug-2022 13:25:00,122.65,7.1,20739
06-Aug-2022 13:30:00,122.65,7.1,20748
06-Aug-2022 13:35:00,122.65,7.1,20730
06-Aug-2022 13:40:00,122.65,7.1,20849
06-Aug-2022 13:45:00,122.65,7.1,20849
06-Aug-2022 13:50:00,122.65,7.1,20818
06-Aug-2022 13:55:00,121.49,7.1,20856
06-Aug-2022 14:00:00,124.87,7.1,20962
06-Aug-2022 14:05:00,125.01,7.1,20876
06-Aug-2022 14:10:00,125.01,7.1,20855
06-Aug-2022 14:15:00,124.88,7.1,20909
06-Aug-2022 14:20:00,125.01,7.1,20983
06-Aug-2022 14:25:00,125.01,7.1,21165
06-Aug-2022 14:30:00,125,7.1,21198
06-Aug-2022 14:35:00,125,7.1,21219
06-Aug-2022 14:40:00,125,7.1,21181
06-Aug-2022 14:45:00,125.01,7.1,21179
06-Aug-2022 14:50:00,125.01,7.1,20998
06-Aug-2022 14:55:00,125.01,7.1,20940
06-Aug-2022 15:00:00,125,7.1,20986
06-Aug-2022 15:05:00,125.01,7.1,20926
06-Aug-2022 15:10:00,125.01,7.1,20972
