date,P,G,L
13-May-2022 14:55:00,148.66,6.72,97639
13-May-2022 15:00:00,170.12,6.72,97715
13-May-2022 15:05:00,199.4,6.72,97710
13-May-2022 15:10:00,154.79,6.72,97763
13-May-2022 15:15:00,175.46,6.72,97741
13-May-2022 15:20:00,221.68,6.72,97759
13-May-2022 15:25:00,161.67,6.72,97601
13-May-2022 15:30:00,148.18,6.72,97691
13-May-2022 15:35:00,200.84,6.72,97976
13-May-2022 15:40:00,194.61,6.72,98030
13-May-2022 15:45:00,221.67,6.72,98169
13-May-2022 15:50:00,207.99,6.72,98407
13-May-2022 15:55:00,132.93,6.72,98355
13-May-2022 16:00:00,130.1,6.72,98246
13-May-2022 16:05:00,130.17,6.72,98517
13-May-2022 16:10:00,130.8,6.72,98553
13-May-2022 16:15:00,140.83,6.72,98552
13-May-2022 16:20:00,135.44,6.72,98621
13-May-2022 16:25:00,134.74,6.72,99017
13-May-2022 16:30:00,129.22,6.72,99176
13-May-2022 16:35:00,133.83,6.72,98998
13-May-2022 16:40:00,142.96,6.72,99175
13-May-2022 16:45:00,139.89,6.72,99455
13-May-2022 16:50:00,133.29,6.72,99535
13-May-2022 16:55:00,136.18,6.72,99603
13-May-2022 17:00:00,145.57,6.72,99851
13-May-2022 17:05:00,126.25,6.72,99623
13-May-2022 17:10:00,131.62,6.72,99301
13-May-2022 17:15:00,133.57,6.72,99266
13-May-2022 17:20:00,129.47,6.72,99288
13-May-2022 17:25:00,145.03,6.72,99222
13-May-2022 17:30:00,140.4,6.72,99572
13-May-2022 17:35:00,180.58,6.72,99653
13-May-2022 17:40:00,129.64,6.72,99858
13-May-2022 17:45:00,152.77,6.72,99819
13-May-2022 17:50:00,152.77,6.72,99819
13-May-2022 17:55:00,152.77,6.72,99819
13-May-2022 18:00:00,152.77,6.72,99819
13-May-2022 18:05:00,215.54,6.72,99644
13-May-2022 18:10:00,154.44,6.72,99262
13-May-2022 18:15:00,128.62,6.72,99004
13-May-2022 18:20:00,130.93,6.72,98881
13-May-2022 18:25:00,135.69,6.72,98899
13-May-2022 18:30:00,135.9,6.72,98929
13-May-2022 18:35:00,133.01,6.72,98978
13-May-2022 18:40:00,131.08,6.72,98696
13-May-2022 18:45:00,132.11,6.72,98393
13-May-2022 18:50:00,131.86,6.72,98262
13-May-2022 18:55:00,128.97,6.72,98264
13-May-2022 19:00:00,122.68,6.72,98123
13-May-2022 19:05:00,133.33,6.72,97732
13-May-2022 19:10:00,132.68,6.72,97253
13-May-2022 19:15:00,133.9,6.72,97081
13-May-2022 19:20:00,137.94,6.72,97212
13-May-2022 19:25:00,134.63,6.72,96930
13-May-2022 19:30:00,136.19,6.72,96836
13-May-2022 19:35:00,135.52,6.72,96641
13-May-2022 19:40:00,133.93,6.72,96618
13-May-2022 19:45:00,134.02,6.72,96480
13-May-2022 19:50:00,136.54,6.72,96209
13-May-2022 19:55:00,113.46,6.72,95808
13-May-2022 20:00:00,112.45,6.72,95743
13-May-2022 20:05:00,112.22,6.72,95537
13-May-2022 20:10:00,110.07,6.72,94954
13-May-2022 20:15:00,104.11,6.72,94912
13-May-2022 20:20:00,104.41,6.72,94822
13-May-2022 20:25:00,114.77,6.72,94430
13-May-2022 20:30:00,106.86,6.72,94546
13-May-2022 20:35:00,116.7,6.72,94543
13-May-2022 20:40:00,114.13,6.72,94629
13-May-2022 20:45:00,81.16,6.72,94537
13-May-2022 20:50:00,124.61,6.72,94106
13-May-2022 20:55:00,124.19,6.72,94096
13-May-2022 21:00:00,140.19,6.72,93861
13-May-2022 21:05:00,135.61,6.72,93736
13-May-2022 21:10:00,147,6.72,93497
13-May-2022 21:15:00,138.71,6.72,93322
13-May-2022 21:20:00,142.14,6.72,92910
13-May-2022 21:25:00,141.25,6.72,92879
13-May-2022 21:30:00,133.01,6.72,92447
13-May-2022 21:35:00,194.49,6.72,91890
13-May-2022 21:40:00,92.22,6.72,91612
13-May-2022 21:45:00,76.78,6.72,91103
13-May-2022 21:50:00,74,6.72,90741
13-May-2022 21:55:00,87.8,6.72,90226
13-May-2022 22:00:00,87.8,6.72,90226
13-May-2022 22:05:00,87.68,6.72,89391
13-May-2022 22:10:00,93.77,6.72,88856
13-May-2022 22:15:00,80.9,6.72,88421
13-May-2022 22:20:00,80.99,6.72,88402
13-May-2022 22:25:00,89.5,6.72,87741
13-May-2022 22:30:00,103.26,6.72,87047
13-May-2022 22:35:00,91.69,6.72,86532
13-May-2022 22:40:00,96.64,6.72,85902
13-May-2022 22:45:00,148.89,6.72,85554
13-May-2022 22:50:00,110.43,6.72,85071
13-May-2022 22:55:00,77.84,6.72,84546
13-May-2022 23:00:00,94.66,6.72,83965
13-May-2022 23:05:00,94.57,6.72,83304
13-May-2022 23:10:00,96.36,6.72,82749
13-May-2022 23:15:00,90.9,6.72,82279
13-May-2022 23:20:00,83.53,6.72,81978
13-May-2022 23:25:00,77.79,6.72,81328
13-May-2022 23:30:00,75.61,6.72,81145
13-May-2022 23:35:00,74.43,6.72,80501
13-May-2022 23:40:00,71.44,6.72,80232
13-May-2022 23:45:00,73.15,6.72,79491
13-May-2022 23:50:00,74.78,6.72,78981
13-May-2022 23:55:00,55.22,6.72,78624
14-May-2022 00:00:00,67.15,6.87,78001
14-May-2022 00:05:00,76.18,6.87,77527
14-May-2022 00:10:00,67.44,6.87,77178
14-May-2022 00:15:00,69.93,6.87,76740
14-May-2022 00:20:00,53.69,6.87,76061
14-May-2022 00:25:00,76.18,6.87,76054
14-May-2022 00:30:00,131.41,6.87,75441
14-May-2022 00:35:00,93.68,6.87,74874
14-May-2022 00:40:00,93.68,6.87,74874
14-May-2022 00:45:00,132.58,6.87,74267
14-May-2022 00:50:00,80.11,6.87,73910
14-May-2022 00:55:00,69.71,6.87,73272
14-May-2022 01:00:00,61.71,6.87,73046
14-May-2022 01:05:00,64.36,6.87,72652
14-May-2022 01:10:00,70.96,6.87,72499
14-May-2022 01:15:00,70.96,6.87,72499
14-May-2022 01:20:00,68.86,6.87,72299
14-May-2022 01:25:00,67.34,6.87,71828
14-May-2022 01:30:00,67.34,6.87,71828
14-May-2022 01:35:00,47.55,6.87,71225
14-May-2022 01:40:00,49.66,6.87,70868
14-May-2022 01:45:00,50.03,6.87,70640
14-May-2022 01:50:00,48.96,6.87,70322
14-May-2022 01:55:00,50.56,6.87,70088
14-May-2022 02:00:00,65.55,6.87,70134
14-May-2022 02:05:00,74.8,6.87,69798
14-May-2022 02:10:00,61.52,6.87,69300
14-May-2022 02:15:00,63.14,6.87,69335
14-May-2022 02:20:00,50.21,6.87,69083
14-May-2022 02:25:00,49.49,6.87,68876
14-May-2022 02:30:00,50.21,6.87,68537
14-May-2022 02:35:00,49.96,6.87,68151
14-May-2022 02:40:00,51.89,6.87,68208
14-May-2022 02:45:00,50.89,6.87,67893
14-May-2022 02:50:00,51.34,6.87,68032
14-May-2022 02:55:00,50.71,6.87,67907
14-May-2022 03:00:00,62.18,6.87,67714
14-May-2022 03:05:00,59.85,6.87,67730
14-May-2022 03:10:00,62.29,6.87,67673
14-May-2022 03:15:00,56.89,6.87,67599
14-May-2022 03:20:00,50.51,6.87,67244
14-May-2022 03:25:00,62.73,6.87,67032
14-May-2022 03:30:00,52.53,6.87,66793
14-May-2022 03:35:00,51.08,6.87,66820
14-May-2022 03:40:00,72.22,6.87,66636
14-May-2022 03:45:00,68.79,6.87,66779
14-May-2022 03:50:00,61.78,6.87,66695
14-May-2022 03:55:00,49.07,6.87,66733
14-May-2022 04:00:00,65.49,6.87,66477
14-May-2022 04:05:00,61.81,6.87,66481
14-May-2022 04:10:00,65.34,6.87,66499
14-May-2022 04:15:00,61.65,6.87,66540
14-May-2022 04:20:00,50.63,6.87,66504
14-May-2022 04:25:00,51.19,6.87,66249
14-May-2022 04:30:00,51.67,6.87,66116
14-May-2022 04:35:00,62.62,6.87,66330
14-May-2022 04:40:00,61.43,6.87,66062
14-May-2022 04:45:00,62.31,6.87,66265
14-May-2022 04:50:00,50.64,6.87,66250
14-May-2022 04:55:00,55.75,6.87,66126
14-May-2022 05:00:00,72.06,6.87,66335
14-May-2022 05:05:00,78.24,6.87,66547
14-May-2022 05:10:00,78.13,6.87,66518
14-May-2022 05:15:00,67.07,6.87,66345
14-May-2022 05:20:00,71.48,6.87,66528
14-May-2022 05:25:00,67.89,6.87,66671
14-May-2022 05:30:00,68.05,6.87,66875
14-May-2022 05:35:00,64.38,6.87,66822
14-May-2022 05:40:00,65.91,6.87,67015
14-May-2022 05:45:00,75.61,6.87,66965
14-May-2022 05:50:00,78.31,6.87,67157
14-May-2022 05:55:00,76.95,6.87,67118
14-May-2022 06:00:00,65.85,6.87,66981
14-May-2022 06:05:00,53.59,6.87,67256
14-May-2022 06:10:00,63.04,6.87,67375
14-May-2022 06:15:00,61.78,6.87,67713
14-May-2022 06:20:00,66.27,6.87,67608
14-May-2022 06:25:00,60.29,6.87,67716
14-May-2022 06:30:00,67.85,6.87,67711
14-May-2022 06:35:00,62.38,6.87,67706
14-May-2022 06:40:00,67.79,6.87,67914
14-May-2022 06:45:00,63.1,6.87,67889
14-May-2022 06:50:00,72.39,6.87,67974
14-May-2022 06:55:00,68.06,6.87,68123
14-May-2022 07:00:00,62.16,6.87,68319
14-May-2022 07:05:00,54.44,6.87,68529
14-May-2022 07:10:00,52.14,6.87,69067
14-May-2022 07:15:00,65.43,6.87,69391
14-May-2022 07:20:00,71.68,6.87,69823
14-May-2022 07:25:00,75.56,6.87,70093
14-May-2022 07:30:00,80.54,6.87,70424
14-May-2022 07:35:00,78.14,6.87,70595
14-May-2022 07:40:00,78.65,6.87,71069
14-May-2022 07:45:00,84.98,6.87,71556
14-May-2022 07:50:00,139.42,6.87,71666
14-May-2022 07:55:00,114.21,6.87,71793
14-May-2022 08:00:00,100.3,6.87,72279
14-May-2022 08:05:00,99.63,6.87,72662
14-May-2022 08:10:00,92,6.87,73203
14-May-2022 08:15:00,97.72,6.87,73907
14-May-2022 08:20:00,89.51,6.87,74087
14-May-2022 08:25:00,89.66,6.87,74434
14-May-2022 08:30:00,80.55,6.87,74958
14-May-2022 08:35:00,95.16,6.87,75353
14-May-2022 08:40:00,96.25,6.87,75722
14-May-2022 08:45:00,94.88,6.87,75997
14-May-2022 08:50:00,108.57,6.87,76221
14-May-2022 08:55:00,98.02,6.87,76409
14-May-2022 09:00:00,89.14,6.87,76719
14-May-2022 09:05:00,76.82,6.87,77163
14-May-2022 09:10:00,80.07,6.87,77337
14-May-2022 09:15:00,77.9,6.87,77819
14-May-2022 09:20:00,79.46,6.87,77992
14-May-2022 09:25:00,75.51,6.87,78773
14-May-2022 09:30:00,88.93,6.87,79193
14-May-2022 09:35:00,80.53,6.87,79293
14-May-2022 09:40:00,80.33,6.87,79446
14-May-2022 09:45:00,90.84,6.87,79581
14-May-2022 09:50:00,79.74,6.87,79912
14-May-2022 09:55:00,80.85,6.87,80117
14-May-2022 10:00:00,79.29,6.87,80422
14-May-2022 10:05:00,78.89,6.87,80523
14-May-2022 10:10:00,93.57,6.87,80933
14-May-2022 10:15:00,70.61,6.87,NaN
14-May-2022 10:20:00,84.31,6.87,81268
14-May-2022 10:25:00,83.44,6.87,81787
14-May-2022 10:30:00,85.33,6.87,NaN
14-May-2022 10:35:00,102.84,6.87,82247
14-May-2022 10:40:00,109.2,6.87,NaN
14-May-2022 10:45:00,102.8,6.87,82654
14-May-2022 10:50:00,87.34,6.87,82725
14-May-2022 10:55:00,101.52,6.87,82905
14-May-2022 11:00:00,93.54,6.87,83267
14-May-2022 11:05:00,103.01,6.87,83425
14-May-2022 11:10:00,116.7,6.87,83649
14-May-2022 11:15:00,121.53,6.87,83992
14-May-2022 11:20:00,117.53,6.87,84231
14-May-2022 11:25:00,131.9,6.87,84463
14-May-2022 11:30:00,112.88,6.87,84570
14-May-2022 11:35:00,138.81,6.87,84535
14-May-2022 11:40:00,116.9,6.87,85172
14-May-2022 11:45:00,109.27,6.87,85309
14-May-2022 11:50:00,95.77,6.87,85459
14-May-2022 11:55:00,96.41,6.87,85989
14-May-2022 12:00:00,91.28,6.87,86122
14-May-2022 12:05:00,94.93,6.87,86263
14-May-2022 12:10:00,106.5,6.87,86142
14-May-2022 12:15:00,126.05,6.87,86374
14-May-2022 12:20:00,125.46,6.87,86647
14-May-2022 12:25:00,129.51,6.87,86692
14-May-2022 12:30:00,129.64,6.87,86876
14-May-2022 12:35:00,126.13,6.87,87018
14-May-2022 12:40:00,124.67,6.87,87234
14-May-2022 12:45:00,123.07,6.87,87120
14-May-2022 12:50:00,123.64,6.87,87320
14-May-2022 12:55:00,121.13,6.87,87412
14-May-2022 13:00:00,119.04,6.87,87883
14-May-2022 13:05:00,124.74,6.87,88043
14-May-2022 13:10:00,124.58,6.87,88057
14-May-2022 13:15:00,120.56,6.87,88030
14-May-2022 13:20:00,113.21,6.87,88158
14-May-2022 13:25:00,121.73,6.87,88320
14-May-2022 13:30:00,112.74,6.87,88501
14-May-2022 13:35:00,105.43,6.87,88651
14-May-2022 13:40:00,104.53,6.87,88696
14-May-2022 13:45:00,112.11,6.87,88792
14-May-2022 13:50:00,106.01,6.87,88821
14-May-2022 13:55:00,105.39,6.87,88997
14-May-2022 14:00:00,105.21,6.87,89040
14-May-2022 14:05:00,110.08,6.87,89228
14-May-2022 14:10:00,106.14,6.87,89178
14-May-2022 14:15:00,107.15,6.87,88983
14-May-2022 14:20:00,116.15,6.87,89217
14-May-2022 14:25:00,121.01,6.87,89457
14-May-2022 14:30:00,120.97,6.87,89740
14-May-2022 14:35:00,123.27,6.87,89868
14-May-2022 14:40:00,112.21,6.87,89932
14-May-2022 14:45:00,107.87,6.87,90028
14-May-2022 14:50:00,119.25,6.87,89997
14-May-2022 14:55:00,100.63,6.87,90131
14-May-2022 15:00:00,101.63,6.87,90309
14-May-2022 15:05:00,103.92,6.87,89982
14-May-2022 15:10:00,104.38,6.87,90055
14-May-2022 15:15:00,119.78,6.87,90041
14-May-2022 15:20:00,121.75,6.87,90389
14-May-2022 15:25:00,123.3,6.87,90745
14-May-2022 15:30:00,123.23,6.87,90814
14-May-2022 15:35:00,134.45,6.87,90693
14-May-2022 15:40:00,122.7,6.87,90959
14-May-2022 15:45:00,138.24,6.87,90959
14-May-2022 15:50:00,125.07,6.87,90941
14-May-2022 15:55:00,119.36,6.87,90911
14-May-2022 16:00:00,121.83,6.87,90829
14-May-2022 16:05:00,131.23,6.87,91172
14-May-2022 16:10:00,137.55,6.87,91344
14-May-2022 16:15:00,141.01,6.87,91386
14-May-2022 16:20:00,144.63,6.87,91614
14-May-2022 16:25:00,122.01,6.87,91484
14-May-2022 16:30:00,121.99,6.87,91545
14-May-2022 16:35:00,121.84,6.87,91315
14-May-2022 16:40:00,118.95,6.87,91302
14-May-2022 16:45:00,116.85,6.87,91435
14-May-2022 16:50:00,111.53,6.87,91593
14-May-2022 16:55:00,93.84,6.87,91610
14-May-2022 17:00:00,93.43,6.87,91687
14-May-2022 17:05:00,87.35,6.87,91823
14-May-2022 17:10:00,84.59,6.87,92099
14-May-2022 17:15:00,82.66,6.87,91956
14-May-2022 17:20:00,87.75,6.87,92004
14-May-2022 17:25:00,84.02,6.87,92034
14-May-2022 17:30:00,83.77,6.87,92144
14-May-2022 17:35:00,82.78,6.87,92014
14-May-2022 17:40:00,87.79,6.87,91928
14-May-2022 17:45:00,85.75,6.87,91784
14-May-2022 17:50:00,100.36,6.87,91769
14-May-2022 17:55:00,112.1,6.87,91957
14-May-2022 18:00:00,111.5,6.87,92080
14-May-2022 18:05:00,111.5,6.87,92080
14-May-2022 18:10:00,120.69,6.87,91631
14-May-2022 18:15:00,95.77,6.87,91663
14-May-2022 18:20:00,113.43,6.87,91487
14-May-2022 18:25:00,99.6,6.87,91357
14-May-2022 18:30:00,112.1,6.87,91039
14-May-2022 18:35:00,94.52,6.87,90764
14-May-2022 18:40:00,86.38,6.87,90595
14-May-2022 18:45:00,86.81,6.87,90609
14-May-2022 18:50:00,94.3,6.87,90232
14-May-2022 18:55:00,86.52,6.87,90055
14-May-2022 19:00:00,82.68,6.87,90019
14-May-2022 19:05:00,101.96,6.87,89771
14-May-2022 19:10:00,113.34,6.87,89539
14-May-2022 19:15:00,83.16,6.87,89604
14-May-2022 19:20:00,81.09,6.87,89472
14-May-2022 19:25:00,110.26,6.87,89200
14-May-2022 19:30:00,110.26,6.87,89200
14-May-2022 19:35:00,95.77,6.87,88810
14-May-2022 19:40:00,82.9,6.87,88726
14-May-2022 19:45:00,100.96,6.87,88410
14-May-2022 19:50:00,87.69,6.87,88381
14-May-2022 19:55:00,85.19,6.87,87938
14-May-2022 20:00:00,93.77,6.87,87879
14-May-2022 20:05:00,110.28,6.87,87588
14-May-2022 20:10:00,105.87,6.87,87429
14-May-2022 20:15:00,108.05,6.87,87390
14-May-2022 20:20:00,111.39,6.87,87380
14-May-2022 20:25:00,108.17,6.87,87239
14-May-2022 20:30:00,96.73,6.87,87423
14-May-2022 20:35:00,90.01,6.87,87460
14-May-2022 20:40:00,88.81,6.87,87227
14-May-2022 20:45:00,88.81,6.87,87227
14-May-2022 20:50:00,81.13,6.87,87052
14-May-2022 20:55:00,80,6.87,86937
14-May-2022 21:00:00,73.62,6.87,86684
14-May-2022 21:05:00,75.85,6.87,86391
14-May-2022 21:10:00,83.73,6.87,86077
14-May-2022 21:15:00,124.98,6.87,85892
14-May-2022 21:20:00,100.14,6.87,85851
14-May-2022 21:25:00,131.19,6.87,85502
14-May-2022 21:30:00,92.81,6.87,85485
14-May-2022 21:35:00,77.97,6.87,85196
14-May-2022 21:40:00,60.48,6.87,84868
14-May-2022 21:45:00,71.18,6.87,84318
14-May-2022 21:50:00,66.55,6.87,83882
14-May-2022 21:55:00,73.93,6.87,83784
14-May-2022 22:00:00,78.02,6.87,83235
14-May-2022 22:05:00,95.37,6.87,83096
14-May-2022 22:10:00,86.67,6.87,82291
14-May-2022 22:15:00,74.91,6.87,82010
14-May-2022 22:20:00,72.2,6.87,81599
14-May-2022 22:25:00,72.24,6.87,80962
14-May-2022 22:30:00,71.32,6.87,80847
14-May-2022 22:35:00,66.99,6.87,80515
14-May-2022 22:40:00,68.81,6.87,79857
14-May-2022 22:45:00,65.63,6.87,79729
14-May-2022 22:50:00,65.85,6.87,79296
14-May-2022 22:55:00,66.37,6.87,78784
14-May-2022 23:00:00,69.39,6.87,78411
14-May-2022 23:05:00,60.92,6.87,78254
14-May-2022 23:10:00,81.76,6.87,77574
14-May-2022 23:15:00,63.05,6.87,77338
14-May-2022 23:20:00,56.01,6.87,76561
14-May-2022 23:25:00,53.16,6.87,76230
14-May-2022 23:30:00,48.42,6.87,75549
14-May-2022 23:35:00,50.38,6.87,75178
14-May-2022 23:40:00,47.13,6.87,75169
14-May-2022 23:45:00,53.74,6.87,74349
14-May-2022 23:50:00,48.98,6.87,74217
14-May-2022 23:55:00,47.43,6.87,73871
