date,rt_lmp,gas,load_rt
01-Jan-2022 00:00:00,30.58,3.54,14921
01-Jan-2022 00:05:00,31.83,3.54,14859
01-Jan-2022 00:10:00,31.94,3.54,14740
01-Jan-2022 00:15:00,31.71,3.54,14738
01-Jan-2022 00:20:00,30.82,3.54,14654
01-Jan-2022 00:25:00,30.59,3.54,14550
01-Jan-2022 00:30:00,28.69,3.54,14500
01-Jan-2022 00:35:00,27.18,3.54,14476
01-Jan-2022 00:40:00,27.18,3.54,14426
01-Jan-2022 00:45:00,27.18,3.54,14374
01-Jan-2022 00:50:00,27.01,3.54,14355
01-Jan-2022 00:55:00,22.51,3.54,14305
01-Jan-2022 01:00:00,22.5,3.54,14319
01-Jan-2022 01:05:00,27.48,3.54,14159
01-Jan-2022 01:10:00,27.01,3.54,14155
01-Jan-2022 01:15:00,27.01,3.54,14070
01-Jan-2022 01:20:00,26.77,3.54,14021
01-Jan-2022 01:25:00,26.77,3.54,14020
01-Jan-2022 01:30:00,21.62,3.54,13991
01-Jan-2022 01:35:00,22.48,3.54,13915
01-Jan-2022 01:40:00,22.48,3.54,13890
01-Jan-2022 01:45:00,22.5,3.54,13803
01-Jan-2022 01:50:00,22.53,3.54,13826
01-Jan-2022 01:55:00,21.89,3.54,13786
01-Jan-2022 02:00:00,27.08,3.54,13732
01-Jan-2022 02:05:00,28.57,3.54,13689
01-Jan-2022 02:10:00,27.55,3.54,13637
01-Jan-2022 02:15:00,27.54,3.54,13630
01-Jan-2022 02:20:00,27.09,3.54,13583
01-Jan-2022 02:25:00,27.5,3.54,13529
01-Jan-2022 02:30:00,27,3.54,13456
01-Jan-2022 02:35:00,27,3.54,13467
01-Jan-2022 02:40:00,26.77,3.54,13459
01-Jan-2022 02:45:00,26.85,3.54,13415
01-Jan-2022 02:50:00,22.51,3.54,13386
01-Jan-2022 02:55:00,26.85,3.54,13348
01-Jan-2022 03:00:00,22.53,3.54,13294
01-Jan-2022 03:05:00,22.51,3.54,13364
01-Jan-2022 03:10:00,22.51,3.54,13251
01-Jan-2022 03:15:00,21.89,3.54,13291
01-Jan-2022 03:20:00,21.41,3.54,13273
01-Jan-2022 03:25:00,22.47,3.54,13236
01-Jan-2022 03:30:00,22.48,3.54,13218
01-Jan-2022 03:35:00,22.5,3.54,13208
01-Jan-2022 03:40:00,22.51,3.54,13195
01-Jan-2022 03:45:00,22.5,3.54,13113
01-Jan-2022 03:50:00,21.61,3.54,13157
01-Jan-2022 03:55:00,21.39,3.54,13132
01-Jan-2022 04:00:00,23.12,3.54,13123
01-Jan-2022 04:05:00,27.15,3.54,13133
01-Jan-2022 04:10:00,27.15,3.54,13122
01-Jan-2022 04:15:00,27.15,3.54,13112
01-Jan-2022 04:20:00,27.55,3.54,13063
01-Jan-2022 04:25:00,28.56,3.54,13084
01-Jan-2022 04:30:00,26.96,3.54,13094
01-Jan-2022 04:35:00,26.99,3.54,13087
01-Jan-2022 04:40:00,25.6,3.54,13080
01-Jan-2022 04:45:00,26.98,3.54,13099
01-Jan-2022 04:50:00,26.96,3.54,13091
01-Jan-2022 04:55:00,26.98,3.54,13122
01-Jan-2022 05:00:00,27.15,3.54,13106
01-Jan-2022 05:05:00,27.15,3.54,13073
01-Jan-2022 05:10:00,27.1,3.54,13124
01-Jan-2022 05:15:00,27.53,3.54,13168
01-Jan-2022 05:20:00,27.05,3.54,13141
01-Jan-2022 05:25:00,29.28,3.54,13135
01-Jan-2022 05:30:00,28.56,3.54,13178
01-Jan-2022 05:35:00,27.15,3.54,13165
01-Jan-2022 05:40:00,27.15,3.54,13231
01-Jan-2022 05:45:00,27.55,3.54,13178
01-Jan-2022 05:50:00,28.66,3.54,13206
01-Jan-2022 05:55:00,28.66,3.54,13256
01-Jan-2022 06:00:00,27.03,3.54,13310
01-Jan-2022 06:05:00,27.06,3.54,13366
01-Jan-2022 06:10:00,26.88,3.54,13429
01-Jan-2022 06:15:00,26.88,3.54,13453
01-Jan-2022 06:20:00,27.06,3.54,13387
01-Jan-2022 06:25:00,27.05,3.54,13443
01-Jan-2022 06:30:00,27.08,3.54,13473
01-Jan-2022 06:35:00,27.52,3.54,13460
01-Jan-2022 06:40:00,27.64,3.54,13525
01-Jan-2022 06:45:00,28.66,3.54,13566
01-Jan-2022 06:50:00,28.66,3.54,13561
01-Jan-2022 06:55:00,28.66,3.54,13586
01-Jan-2022 07:00:00,26.91,3.54,13622
01-Jan-2022 07:05:00,26.96,3.54,13640
01-Jan-2022 07:10:00,26.93,3.54,13746
01-Jan-2022 07:15:00,26.88,3.54,13754
01-Jan-2022 07:20:00,26.88,3.54,13736
01-Jan-2022 07:25:00,22.51,3.54,13776
01-Jan-2022 07:30:00,23.79,3.54,13814
01-Jan-2022 07:35:00,21.63,3.54,13889
01-Jan-2022 07:40:00,21.9,3.54,13869
01-Jan-2022 07:45:00,21.9,3.54,13804
01-Jan-2022 07:50:00,26.96,3.54,13855
01-Jan-2022 07:55:00,26.96,3.54,13911
01-Jan-2022 08:00:00,17.45,3.54,13916
01-Jan-2022 08:05:00,17.44,3.54,13971
01-Jan-2022 08:10:00,15.95,3.54,14044
01-Jan-2022 08:15:00,16.35,3.54,14092
01-Jan-2022 08:20:00,16.32,3.54,14079
01-Jan-2022 08:25:00,16.92,3.54,14077
01-Jan-2022 08:30:00,16.95,3.54,14189
01-Jan-2022 08:35:00,17.37,3.54,14242
01-Jan-2022 08:40:00,16.87,3.54,14242
01-Jan-2022 08:45:00,17.89,3.54,14346
01-Jan-2022 08:50:00,19.98,3.54,14328
01-Jan-2022 08:55:00,21.38,3.54,14348
01-Jan-2022 09:00:00,16.92,3.54,14331
01-Jan-2022 09:05:00,15.81,3.54,14419
01-Jan-2022 09:10:00,15.81,3.54,14528
01-Jan-2022 09:15:00,16.38,3.54,14571
01-Jan-2022 09:20:00,16.87,3.54,14574
01-Jan-2022 09:25:00,18.59,3.54,14680
01-Jan-2022 09:30:00,19.95,3.54,14740
01-Jan-2022 09:35:00,21.1,3.54,14767
01-Jan-2022 09:40:00,21.38,3.54,14853
01-Jan-2022 09:45:00,22.51,3.54,14861
01-Jan-2022 09:50:00,23.9,3.54,14897
01-Jan-2022 09:55:00,25.96,3.54,14983
01-Jan-2022 10:00:00,26.39,3.54,14988
01-Jan-2022 10:05:00,27.72,3.54,15037
01-Jan-2022 10:10:00,28.76,3.54,15136
01-Jan-2022 10:15:00,28.42,3.54,15168
01-Jan-2022 10:20:00,29.21,3.54,15248
01-Jan-2022 10:25:00,29.47,3.54,15217
01-Jan-2022 10:30:00,29.56,3.54,15337
01-Jan-2022 10:35:00,29.57,3.54,15339
01-Jan-2022 10:40:00,29.88,3.54,15317
01-Jan-2022 10:45:00,31.2,3.54,15478
01-Jan-2022 10:50:00,31.56,3.54,15509
01-Jan-2022 10:55:00,32.09,3.54,15516
01-Jan-2022 11:00:00,31.23,3.54,15579
01-Jan-2022 11:05:00,30.19,3.54,15540
01-Jan-2022 11:10:00,31.23,3.54,15599
01-Jan-2022 11:15:00,30.99,3.54,15649
01-Jan-2022 11:20:00,30.06,3.54,15631
01-Jan-2022 11:25:00,30.22,3.54,15652
01-Jan-2022 11:30:00,30.95,3.54,15751
01-Jan-2022 11:35:00,30.99,3.54,15765
01-Jan-2022 11:40:00,31.2,3.54,15755
01-Jan-2022 11:45:00,31.56,3.54,15772
01-Jan-2022 11:50:00,31.56,3.54,15759
01-Jan-2022 11:55:00,32.13,3.54,15834
01-Jan-2022 12:00:00,30.22,3.54,15815
01-Jan-2022 12:05:00,30.06,3.54,15885
01-Jan-2022 12:10:00,30.2,3.54,15970
01-Jan-2022 12:15:00,30.22,3.54,15970
01-Jan-2022 12:20:00,31.23,3.54,15932
01-Jan-2022 12:25:00,32.06,3.54,15939
01-Jan-2022 12:30:00,32.09,3.54,15986
01-Jan-2022 12:35:00,32.09,3.54,16046
01-Jan-2022 12:40:00,32.12,3.54,16034
01-Jan-2022 12:45:00,32.36,3.54,16008
01-Jan-2022 12:50:00,32.59,3.54,16096
01-Jan-2022 12:55:00,32.56,3.54,16076
01-Jan-2022 13:00:00,33.52,3.54,16089
01-Jan-2022 13:05:00,33.52,3.54,16070
01-Jan-2022 13:10:00,33.56,3.54,16086
01-Jan-2022 13:15:00,33.59,3.54,16099
01-Jan-2022 13:20:00,33.59,3.54,16114
01-Jan-2022 13:25:00,33.77,3.54,16133
01-Jan-2022 13:30:00,34.39,3.54,16116
01-Jan-2022 13:35:00,35.63,3.54,16133
01-Jan-2022 13:40:00,35.74,3.54,16115
01-Jan-2022 13:45:00,34.39,3.54,16142
01-Jan-2022 13:50:00,33.55,3.54,16051
01-Jan-2022 13:55:00,33.42,3.54,16093
01-Jan-2022 14:00:00,30.77,3.54,16075
01-Jan-2022 14:05:00,32.2,3.54,16079
01-Jan-2022 14:10:00,33.09,3.54,16092
01-Jan-2022 14:15:00,32.3,3.54,16049
01-Jan-2022 14:20:00,32.21,3.54,16052
01-Jan-2022 14:25:00,32.24,3.54,16084
01-Jan-2022 14:30:00,32.29,3.54,16061
01-Jan-2022 14:35:00,32.39,3.54,16041
01-Jan-2022 14:40:00,33.06,3.54,16044
01-Jan-2022 14:45:00,33.09,3.54,16009
01-Jan-2022 14:50:00,32.25,3.54,16039
01-Jan-2022 14:55:00,32.32,3.54,16013
01-Jan-2022 15:00:00,31.23,3.54,16088
01-Jan-2022 15:05:00,30.06,3.54,16113
01-Jan-2022 15:10:00,30.06,3.54,16152
01-Jan-2022 15:15:00,30.17,3.54,16146
01-Jan-2022 15:20:00,30.19,3.54,16163
01-Jan-2022 15:25:00,31.06,3.54,16205
01-Jan-2022 15:30:00,31.2,3.54,16191
01-Jan-2022 15:35:00,30.17,3.54,16176
01-Jan-2022 15:40:00,30.17,3.54,16295
01-Jan-2022 15:45:00,30.06,3.54,16278
01-Jan-2022 15:50:00,30.06,3.54,16275
01-Jan-2022 15:55:00,30.06,3.54,16318
01-Jan-2022 16:00:00,28.5,3.54,16335
01-Jan-2022 16:05:00,29.84,3.54,16393
01-Jan-2022 16:10:00,29.84,3.54,16509
01-Jan-2022 16:15:00,29.77,3.54,16568
01-Jan-2022 16:20:00,30.06,3.54,16545
01-Jan-2022 16:25:00,30.22,3.54,16661
01-Jan-2022 16:30:00,30.85,3.54,16783
01-Jan-2022 16:35:00,32.06,3.54,16847
01-Jan-2022 16:40:00,32.17,3.54,16912
01-Jan-2022 16:45:00,33.09,3.54,17020
01-Jan-2022 16:50:00,33.24,3.54,17128
01-Jan-2022 16:55:00,33.06,3.54,17198
01-Jan-2022 17:00:00,28.5,3.54,17219
01-Jan-2022 17:05:00,28.38,3.54,17293
01-Jan-2022 17:10:00,30.52,3.54,17431
01-Jan-2022 17:15:00,28.53,3.54,17443
01-Jan-2022 17:20:00,30.39,3.54,17453
01-Jan-2022 17:25:00,30.4,3.54,17481
01-Jan-2022 17:30:00,33.01,3.54,17510
01-Jan-2022 17:35:00,33.01,3.54,17555
01-Jan-2022 17:40:00,32.94,3.54,17526
01-Jan-2022 17:45:00,33.04,3.54,17490
01-Jan-2022 17:50:00,33.07,3.54,17520
01-Jan-2022 17:55:00,32.89,3.54,17573
01-Jan-2022 18:00:00,33.73,3.54,17511
01-Jan-2022 18:05:00,39.31,3.54,17507
01-Jan-2022 18:10:00,42.6,3.54,17503
01-Jan-2022 18:15:00,42.64,3.54,17433
01-Jan-2022 18:20:00,36.25,3.54,17386
01-Jan-2022 18:25:00,36.39,3.54,17375
01-Jan-2022 18:30:00,35.7,3.54,17420
01-Jan-2022 18:35:00,34.28,3.54,17359
01-Jan-2022 18:40:00,34.09,3.54,17346
01-Jan-2022 18:45:00,33.96,3.54,17309
01-Jan-2022 18:50:00,33.99,3.54,17325
01-Jan-2022 18:55:00,33.28,3.54,17276
01-Jan-2022 19:00:00,33.67,3.54,17211
01-Jan-2022 19:05:00,34.25,3.54,17199
01-Jan-2022 19:10:00,34.25,3.54,17192
01-Jan-2022 19:15:00,34.28,3.54,17132
01-Jan-2022 19:20:00,34.09,3.54,17142
01-Jan-2022 19:25:00,33.28,3.54,17070
01-Jan-2022 19:30:00,33.09,3.54,17072
01-Jan-2022 19:35:00,32.64,3.54,17039
01-Jan-2022 19:40:00,30.26,3.54,16934
01-Jan-2022 19:45:00,30.09,3.54,16899
01-Jan-2022 19:50:00,30.03,3.54,16919
01-Jan-2022 19:55:00,28.69,3.54,16898
01-Jan-2022 20:00:00,30.22,3.54,16863
01-Jan-2022 20:05:00,30.22,3.54,16846
01-Jan-2022 20:10:00,30.19,3.54,16861
01-Jan-2022 20:15:00,28.53,3.54,16815
01-Jan-2022 20:20:00,28.5,3.54,16736
01-Jan-2022 20:25:00,28.5,3.54,16725
01-Jan-2022 20:30:00,28.5,3.54,16711
01-Jan-2022 20:35:00,28.5,3.54,16664
01-Jan-2022 20:40:00,28.49,3.54,16535
01-Jan-2022 20:45:00,28.53,3.54,16548
01-Jan-2022 20:50:00,30.06,3.54,16599
01-Jan-2022 20:55:00,30.06,3.54,16563
01-Jan-2022 21:00:00,31.86,3.54,16487
01-Jan-2022 21:05:00,31.06,3.54,16393
01-Jan-2022 21:10:00,28.74,3.54,16338
01-Jan-2022 21:15:00,30.34,3.54,16366
01-Jan-2022 21:20:00,30.18,3.54,16296
01-Jan-2022 21:25:00,30.08,3.54,16299
01-Jan-2022 21:30:00,30.11,3.54,16200
01-Jan-2022 21:35:00,28.58,3.54,16183
01-Jan-2022 21:40:00,28.53,3.54,16085
01-Jan-2022 21:45:00,27.13,3.54,16035
01-Jan-2022 21:50:00,28.57,3.54,16023
01-Jan-2022 21:55:00,26.31,3.54,15985
01-Jan-2022 22:00:00,29.11,3.54,15935
01-Jan-2022 22:05:00,29.8,3.54,15937
01-Jan-2022 22:10:00,29.97,3.54,15828
01-Jan-2022 22:15:00,31.41,3.54,15763
01-Jan-2022 22:20:00,31.45,3.54,15673
01-Jan-2022 22:25:00,30.2,3.54,15629
01-Jan-2022 22:30:00,30,3.54,15556
01-Jan-2022 22:35:00,26.46,3.54,15488
01-Jan-2022 22:40:00,26.46,3.54,15455
01-Jan-2022 22:45:00,29.14,3.54,15405
01-Jan-2022 22:50:00,28.69,3.54,15336
01-Jan-2022 22:55:00,31.45,3.54,15301
01-Jan-2022 23:00:00,32.94,3.54,15237
01-Jan-2022 23:05:00,22.02,3.54,15220
01-Jan-2022 23:10:00,22.02,3.54,15081
01-Jan-2022 23:15:00,24.82,3.54,15001
01-Jan-2022 23:20:00,30.48,3.54,14904
01-Jan-2022 23:25:00,29.24,3.54,14848
01-Jan-2022 23:30:00,29.18,3.54,14785
01-Jan-2022 23:35:00,29.15,3.54,14742
01-Jan-2022 23:40:00,24.82,3.54,14734
01-Jan-2022 23:45:00,24.82,3.54,14662
01-Jan-2022 23:50:00,29.18,3.54,14524
01-Jan-2022 23:55:00,29.22,3.54,14517
02-Jan-2022 00:00:00,30.56,3.54,14469
02-Jan-2022 00:05:00,30.29,3.54,14404
02-Jan-2022 00:10:00,30.3,3.54,14399
02-Jan-2022 00:15:00,30.59,3.54,14312
02-Jan-2022 00:20:00,19.66,3.54,14256
02-Jan-2022 00:25:00,18.88,3.54,14189
02-Jan-2022 00:30:00,19.64,3.54,14141
02-Jan-2022 00:35:00,27.39,3.54,14031
02-Jan-2022 00:40:00,18.88,3.54,14019
02-Jan-2022 00:45:00,18.88,3.54,13983
02-Jan-2022 00:50:00,18.84,3.54,13901
02-Jan-2022 00:55:00,13.94,3.54,13843
02-Jan-2022 01:00:00,27.37,3.54,13850
02-Jan-2022 01:05:00,22.89,3.54,13831
02-Jan-2022 01:10:00,18.88,3.54,13748
02-Jan-2022 01:15:00,22.87,3.54,13677
02-Jan-2022 01:20:00,22.84,3.54,13710
02-Jan-2022 01:25:00,18.85,3.54,13698
02-Jan-2022 01:30:00,22.8,3.54,13631
02-Jan-2022 01:35:00,22.8,3.54,13625
02-Jan-2022 01:40:00,18.85,3.54,13590
02-Jan-2022 01:45:00,18.85,3.54,13560
02-Jan-2022 01:50:00,18.87,3.54,13510
02-Jan-2022 01:55:00,18.88,3.54,13513
02-Jan-2022 02:00:00,27.7,3.54,13451
02-Jan-2022 02:05:00,29.72,3.54,13452
02-Jan-2022 02:10:00,31.93,3.54,13417
02-Jan-2022 02:15:00,30.04,3.54,13421
02-Jan-2022 02:20:00,27.71,3.54,13381
02-Jan-2022 02:25:00,27.36,3.54,13348
02-Jan-2022 02:30:00,27.37,3.54,13288
02-Jan-2022 02:35:00,22.89,3.54,13301
02-Jan-2022 02:40:00,22.88,3.54,13253
02-Jan-2022 02:45:00,22.87,3.54,13270
02-Jan-2022 02:50:00,22.88,3.54,13270
02-Jan-2022 02:55:00,22.86,3.54,13193
02-Jan-2022 03:00:00,29.9,3.54,13232
02-Jan-2022 03:05:00,24.33,3.54,13228
02-Jan-2022 03:10:00,24.26,3.54,13225
02-Jan-2022 03:15:00,24.26,3.54,13170
02-Jan-2022 03:20:00,24.31,3.54,13155
02-Jan-2022 03:25:00,22.86,3.54,13169
02-Jan-2022 03:30:00,21.42,3.54,13147
02-Jan-2022 03:35:00,22.82,3.54,13158
02-Jan-2022 03:40:00,22.82,3.54,13121
02-Jan-2022 03:45:00,22.82,3.54,13175
02-Jan-2022 03:50:00,22.8,3.54,13079
02-Jan-2022 03:55:00,27.36,3.54,13095
02-Jan-2022 04:00:00,13.72,3.54,13085
02-Jan-2022 04:05:00,22.86,3.54,13131
02-Jan-2022 04:10:00,22.86,3.54,13086
02-Jan-2022 04:15:00,18.85,3.54,13133
02-Jan-2022 04:20:00,18.85,3.54,13141
02-Jan-2022 04:25:00,18.85,3.54,13139
02-Jan-2022 04:30:00,18.85,3.54,13165
02-Jan-2022 04:35:00,27.39,3.54,13152
02-Jan-2022 04:40:00,29.67,3.54,13120
02-Jan-2022 04:45:00,29.36,3.54,13161
02-Jan-2022 04:50:00,27.71,3.54,13158
02-Jan-2022 04:55:00,28.53,3.54,13188
02-Jan-2022 05:00:00,29.7,3.54,13196
02-Jan-2022 05:05:00,29.67,3.54,13245
02-Jan-2022 05:10:00,30.93,3.54,13304
02-Jan-2022 05:15:00,29.8,3.54,13314
02-Jan-2022 05:20:00,28.53,3.54,13279
02-Jan-2022 05:25:00,29.95,3.54,13311
02-Jan-2022 05:30:00,28.52,3.54,13318
02-Jan-2022 05:35:00,28.55,3.54,13302
02-Jan-2022 05:40:00,28.55,3.54,13378
02-Jan-2022 05:45:00,27.37,3.54,13428
02-Jan-2022 05:50:00,11.8,3.54,13407
02-Jan-2022 05:55:00,18.82,3.54,13434
02-Jan-2022 06:00:00,18.85,3.54,13502
02-Jan-2022 06:05:00,31.9,3.54,13531
02-Jan-2022 06:10:00,18.83,3.54,13605
02-Jan-2022 06:15:00,27.7,3.54,13643
02-Jan-2022 06:20:00,30.41,3.54,13692
02-Jan-2022 06:25:00,30.63,3.54,13726
02-Jan-2022 06:30:00,30.37,3.54,13733
02-Jan-2022 06:35:00,30.37,3.54,13739
02-Jan-2022 06:40:00,30.6,3.54,13816
02-Jan-2022 06:45:00,30.3,3.54,13843
02-Jan-2022 06:50:00,29.01,3.54,13892
02-Jan-2022 06:55:00,30.5,3.54,13925
02-Jan-2022 07:00:00,28.55,3.54,13909
02-Jan-2022 07:05:00,18.88,3.54,14040
02-Jan-2022 07:10:00,26.45,3.54,14078
02-Jan-2022 07:15:00,27.36,3.54,14157
02-Jan-2022 07:20:00,27.39,3.54,14205
02-Jan-2022 07:25:00,27.39,3.54,14249
02-Jan-2022 07:30:00,26.26,3.54,14340
02-Jan-2022 07:35:00,19.87,3.54,14341
02-Jan-2022 07:40:00,26.27,3.54,14383
02-Jan-2022 07:45:00,28.56,3.54,14389
02-Jan-2022 07:50:00,28.55,3.54,14431
02-Jan-2022 07:55:00,28.55,3.54,14470
02-Jan-2022 08:00:00,18.83,3.54,14463
02-Jan-2022 08:05:00,27.36,3.54,14547
02-Jan-2022 08:10:00,27.39,3.54,14646
02-Jan-2022 08:15:00,27.39,3.54,14703
02-Jan-2022 08:20:00,22.53,3.54,14764
02-Jan-2022 08:25:00,27.36,3.54,14846
02-Jan-2022 08:30:00,30.48,3.54,14882
02-Jan-2022 08:35:00,31.93,3.54,14888
02-Jan-2022 08:40:00,32.77,3.54,14952
02-Jan-2022 08:45:00,32.84,3.54,15015
02-Jan-2022 08:50:00,32.84,3.54,15053
02-Jan-2022 08:55:00,33.03,3.54,15144
02-Jan-2022 09:00:00,30.45,3.54,15175
02-Jan-2022 09:05:00,29.12,3.54,15253
02-Jan-2022 09:10:00,30.51,3.54,15315
02-Jan-2022 09:15:00,32.46,3.54,15349
02-Jan-2022 09:20:00,32.91,3.54,15452
02-Jan-2022 09:25:00,33.01,3.54,15497
02-Jan-2022 09:30:00,33.44,3.54,15537
02-Jan-2022 09:35:00,33.56,3.54,15542
02-Jan-2022 09:40:00,33.56,3.54,15709
02-Jan-2022 09:45:00,33.56,3.54,15748
02-Jan-2022 09:50:00,34.13,3.54,15700
02-Jan-2022 09:55:00,34.81,3.54,15806
02-Jan-2022 10:00:00,34.25,3.54,15867
02-Jan-2022 10:05:00,35.26,3.54,15901
02-Jan-2022 10:10:00,36.25,3.54,16015
02-Jan-2022 10:15:00,45.41,3.54,16107
02-Jan-2022 10:20:00,36.27,3.54,16173
02-Jan-2022 10:25:00,37.18,3.54,16193
02-Jan-2022 10:30:00,37.54,3.54,16245
02-Jan-2022 10:35:00,37.61,3.54,16222
02-Jan-2022 10:40:00,37.57,3.54,16294
02-Jan-2022 10:45:00,37.6,3.54,16347
02-Jan-2022 10:50:00,37.65,3.54,16350
02-Jan-2022 10:55:00,42.48,3.54,16426
02-Jan-2022 11:00:00,42.45,3.54,16450
02-Jan-2022 11:05:00,42.49,3.54,16535
02-Jan-2022 11:10:00,52.04,3.54,16588
02-Jan-2022 11:15:00,61.48,3.54,16575
02-Jan-2022 11:20:00,61.49,3.54,16661
02-Jan-2022 11:25:00,61.55,3.54,16670
02-Jan-2022 11:30:00,43.86,3.54,16760
02-Jan-2022 11:35:00,42.57,3.54,16705
02-Jan-2022 11:40:00,42.61,3.54,16810
02-Jan-2022 11:45:00,42.61,3.54,16740
02-Jan-2022 11:50:00,42.61,3.54,16814
02-Jan-2022 11:55:00,43.67,3.54,16858
02-Jan-2022 12:00:00,42.57,3.54,16871
02-Jan-2022 12:05:00,42.53,3.54,16879
02-Jan-2022 12:10:00,42.56,3.54,16875
02-Jan-2022 12:15:00,42.53,3.54,16903
02-Jan-2022 12:20:00,42.53,3.54,16955
02-Jan-2022 12:25:00,42.53,3.54,17021
02-Jan-2022 12:30:00,42.53,3.54,16968
02-Jan-2022 12:35:00,42.53,3.54,16979
02-Jan-2022 12:40:00,44.82,3.54,17022
02-Jan-2022 12:45:00,43.67,3.54,17016
02-Jan-2022 12:50:00,42.61,3.54,17040
02-Jan-2022 12:55:00,42.57,3.54,16999
02-Jan-2022 13:00:00,42.53,3.54,17068
02-Jan-2022 13:05:00,40.76,3.54,17105
02-Jan-2022 13:10:00,40.83,3.54,17108
02-Jan-2022 13:15:00,42.53,3.54,17005
02-Jan-2022 13:20:00,42.57,3.54,17091
02-Jan-2022 13:25:00,42.53,3.54,17050
02-Jan-2022 13:30:00,42.57,3.54,17090
02-Jan-2022 13:35:00,42.53,3.54,16979
02-Jan-2022 13:40:00,42.57,3.54,16910
02-Jan-2022 13:45:00,38.3,3.54,16903
02-Jan-2022 13:50:00,37.57,3.54,16895
02-Jan-2022 13:55:00,37.57,3.54,16927
02-Jan-2022 14:00:00,37.57,3.54,16920
02-Jan-2022 14:05:00,37.68,3.54,16968
02-Jan-2022 14:10:00,37.71,3.54,17049
02-Jan-2022 14:15:00,40.76,3.54,17004
02-Jan-2022 14:20:00,44.09,3.54,16991
02-Jan-2022 14:25:00,45.65,3.54,17026
02-Jan-2022 14:30:00,42.57,3.54,17009
02-Jan-2022 14:35:00,42.53,3.54,17006
02-Jan-2022 14:40:00,42.53,3.54,17115
02-Jan-2022 14:45:00,42.53,3.54,17073
02-Jan-2022 14:50:00,42.53,3.54,17127
02-Jan-2022 14:55:00,44.18,3.54,17162
02-Jan-2022 15:00:00,42.65,3.54,17207
02-Jan-2022 15:05:00,61.45,3.54,17233
02-Jan-2022 15:10:00,61.5,3.54,17172
02-Jan-2022 15:15:00,55.53,3.54,17187
02-Jan-2022 15:20:00,55.58,3.54,17320
02-Jan-2022 15:25:00,42.95,3.54,17308
02-Jan-2022 15:30:00,42.69,3.54,17315
02-Jan-2022 15:35:00,42.65,3.54,17350
02-Jan-2022 15:40:00,42.61,3.54,17346
02-Jan-2022 15:45:00,42.61,3.54,17348
02-Jan-2022 15:50:00,42.68,3.54,17326
02-Jan-2022 15:55:00,42.61,3.54,17419
02-Jan-2022 16:00:00,40.72,3.54,17416
02-Jan-2022 16:05:00,35.33,3.54,17455
02-Jan-2022 16:10:00,35.68,3.54,17509
02-Jan-2022 16:15:00,36.27,3.54,17624
02-Jan-2022 16:20:00,40.71,3.54,17651
02-Jan-2022 16:25:00,42.6,3.54,17853
02-Jan-2022 16:30:00,42.57,3.54,17954
02-Jan-2022 16:35:00,42.73,3.54,18006
02-Jan-2022 16:40:00,43.61,3.54,18189
02-Jan-2022 16:45:00,43.57,3.54,18236
02-Jan-2022 16:50:00,43.12,3.54,18414
02-Jan-2022 16:55:00,274.72,3.54,18498
02-Jan-2022 17:00:00,42.57,3.54,18635
02-Jan-2022 17:01:09,NaN,NaN,NaN
02-Jan-2022 17:05:00,65.59,3.54,18648
02-Jan-2022 17:06:39,NaN,NaN,NaN
02-Jan-2022 17:10:00,47.38,3.54,18836
02-Jan-2022 17:15:00,47.38,3.54,18831
02-Jan-2022 17:20:00,47.35,3.54,18891
02-Jan-2022 17:25:00,55.66,3.54,18901
02-Jan-2022 17:30:00,65.56,3.54,18907
02-Jan-2022 17:35:00,65.49,3.54,18970
02-Jan-2022 17:40:00,57.26,3.54,18947
02-Jan-2022 17:45:00,55.74,3.54,18975
02-Jan-2022 17:50:00,54.65,3.54,18987
02-Jan-2022 17:55:00,54.6,3.54,18952
02-Jan-2022 18:00:00,65.58,3.54,18994
02-Jan-2022 18:05:00,65.53,3.54,18985
02-Jan-2022 18:10:00,65.58,3.54,18952
02-Jan-2022 18:15:00,200.3,3.54,18952
02-Jan-2022 18:20:00,65.38,3.54,18938
02-Jan-2022 18:25:00,54.57,3.54,18937
02-Jan-2022 18:30:00,52.69,3.54,18912
02-Jan-2022 18:35:00,54.59,3.54,18920
02-Jan-2022 18:40:00,52.45,3.54,18885
02-Jan-2022 18:45:00,340.97,3.54,18890
02-Jan-2022 18:50:00,36.47,3.54,18826
02-Jan-2022 18:55:00,38.57,3.54,18836
02-Jan-2022 19:00:00,42.87,3.54,18737
02-Jan-2022 19:05:00,105.48,3.54,18727
02-Jan-2022 19:10:00,56.67,3.54,18649
02-Jan-2022 19:15:00,47.82,3.54,18639
02-Jan-2022 19:20:00,48.34,3.54,18653
02-Jan-2022 19:25:00,41.23,3.54,18620
02-Jan-2022 19:30:00,41.26,3.54,18582
02-Jan-2022 19:35:00,42.64,3.54,18528
02-Jan-2022 19:40:00,38.46,3.54,18502
02-Jan-2022 19:45:00,42.64,3.54,18509
02-Jan-2022 19:50:00,38.84,3.54,18506
02-Jan-2022 19:55:00,36.29,3.54,18481
02-Jan-2022 20:00:00,38.72,3.54,18444
02-Jan-2022 20:05:00,42.6,3.54,18374
02-Jan-2022 20:10:00,40.97,3.54,18336
02-Jan-2022 20:15:00,42.68,3.54,18228
02-Jan-2022 20:20:00,42.68,3.54,18254
02-Jan-2022 20:25:00,40.97,3.54,18175
02-Jan-2022 20:30:00,41,3.54,18200
02-Jan-2022 20:35:00,42.6,3.54,18097
